index;barcode;title;author;isbn;complete_edition;date_of_publication;keep
932;EM000008709235;Prinzipien des Finanzmarktrechts ein Lehrbuch zur Einführung in das Finanzmarktrecht, mit Repetitionsfragen, Fällen und Literaturübersicht;Abegg, Andreas;9783725576111;2. Auflage;2017;
933;EM000008121357;Prinzipien des Finanzmarktrechts ein Lehrbuch zur Einführung in das Finanzmarktrecht, mit Repetitionsfragen, Fällen und Literaturübersicht;Abegg, Andreas;9783725569922;;2014;
934;EM000008711421;Finanzmarktrecht : [Entwicklungen 2016];Bohrer, Andreas;9783727245763;;[2017];x
935;EM000007203691;Finanzmarktrecht [Entwicklungen 2012];Bohrer, Andreas;9783727281112;;2013;x
936;EM000007698487;Finanzmarktrecht [Entwicklungen 2011];Bohrer, Andreas;9783727280900;;2012;x
937;EM000007056527;Finanzmarktrecht [Entwicklungen 2010];Bohrer, Andreas;9783727280689;;2011;x
938;EM000006649035;Finanzmarktrecht [Entwicklungen 2009];Bohrer, Andreas;9783727280542;;2010;x
939;EM000006530071;Finanzmarktrecht [Entwicklungen 2008];Bohrer, Andreas;9783727280252;;2009;x
940;EM000006532621;Finanzmarktrecht [Entwicklungen 2007];Bohrer, Andreas;9783727280092;;2008;x
941;EM000005846448;Der Steuer- und Investitionsstandort Schweiz;Kubaile, Heiko;3482548218;;2006;
942;EM000006060321;Schweizerisches Finanzmarktrecht Einführung und Überblick;Nobel, Peter;3727209119;;1997;
943;EM000006327024;Schweizerisches Finanzmarktrecht Einführung und Überblick;Nobel, Peter;3727207809;2., vollst. neu bearbeitete und erweiterte Aufl.;2004;
944;EM000005589907;Schweizerisches Finanzmarktrecht Einführung und Überblick;Nobel, Peter;3727207809;2., vollst. neu bearbeitete und erweiterte Aufl.;2004;
945;EM000006327735;Ad Hoc-Publizität Bekanntgabepflicht bei kursrelevanten Tatsachen;Schweizerische Zulassungsstelle;'isbn';;[1996?];
946;EM000006327736;Ad Hoc-Publizität Bekanntgabepflicht bei kursrelevanten Tatsachen;Schweizerische Zulassungsstelle;'isbn';;[1996?];
947;EM000006327703;Ad Hoc-Publizität Bekanntgabepflicht bei kursrelevanten Tatsachen;Schweizerische Zulassungsstelle;'isbn';;[1996?];
948;EM000006327737;Ad Hoc-Publizität Bekanntgabepflicht bei kursrelevanten Tatsachen;Schweizerische Zulassungsstelle;'isbn';;[1996?];
949;EM000006327738;Ad Hoc-Publizität Bekanntgabepflicht bei kursrelevanten Tatsachen;Schweizerische Zulassungsstelle;'isbn';;[1996?];
950;EM000006327739;Ad Hoc-Publizität Bekanntgabepflicht bei kursrelevanten Tatsachen;Schweizerische Zulassungsstelle;'isbn';;[1996?];
951;EM000006327195;Kotierungsreglement der Schweizer Börse;Schweizerische Zulassungsstelle;'isbn';Zweite, unveränd. Aufl.;1996;
952;EM000007700932;Kotierungsreglement der Schweizer Börse;Schweizerische Zulassungsstelle;'isbn';Zweite, unveränd. Aufl.;1996;
953;EM000007700934;Kotierungsreglement der Schweizer Börse;Schweizerische Zulassungsstelle;'isbn';Zweite, unveränd. Aufl.;1996;
954;EM000007700936;Kotierungsreglement der Schweizer Börse;Schweizerische Zulassungsstelle;'isbn';Zweite, unveränd. Aufl.;1996;
955;EM000007700935;Kotierungsreglement der Schweizer Börse;Schweizerische Zulassungsstelle;'isbn';Zweite, unveränd. Aufl.;1996;
956;EM000007700933;Kotierungsreglement der Schweizer Börse;Schweizerische Zulassungsstelle;'isbn';Zweite, unveränd. Aufl.;1996;
957;EM000005588282;BF ... Regulierung und Selbstregulierung der Finanzmärkte in der Schweiz;Thévenoz, Luc;'isbn';;1995-;
958;EM000006060609;Finanzmarktrecht;Taisch, Franco;9783725550975;;2006;
959;EM000005845844;Finanzmarktrecht;Taisch, Franco;9783725550975;;2006;
960;EM000008120507;Wertpapierrecht;Meier-Hayoz, Arthur;3727208368;;1985;
